"id","eventTime","serverId","map","playerId"
489965,"2023-12-22 12:07:55",11,workshop/pl_underground_robo_rc2b.ugc2684277276,87129
489964,"2023-12-22 12:03:24",11,workshop/pl_underground_robo_rc2b.ugc2684277276,87127
489963,"2023-12-22 12:03:21",11,workshop/pl_underground_robo_rc2b.ugc2684277276,78482
489962,"2023-12-22 12:02:43",11,workshop/pl_underground_robo_rc2b.ugc2684277276,20737
489961,"2023-12-22 12:02:41",11,workshop/pl_underground_robo_rc2b.ugc2684277276,59359
489960,"2023-12-22 12:02:41",11,workshop/pl_underground_robo_rc2b.ugc2684277276,67668
489959,"2023-12-22 12:02:41",11,workshop/pl_underground_robo_rc2b.ugc2684277276,71017
487152,"2023-10-28 12:53:17",11,workshop/pl_calamity_mm_b5a.ugc2897811023,225
487151,"2023-10-28 12:53:17",11,workshop/pl_calamity_mm_b5a.ugc2897811023,27950
487150,"2023-10-28 12:53:14",11,workshop/pl_calamity_mm_b5a.ugc2897811023,78412
487149,"2023-10-28 12:53:14",11,workshop/pl_calamity_mm_b5a.ugc2897811023,223
487148,"2023-10-28 12:43:16",11,workshop/pl_rottenburg_robo_rc7.ugc2627296448,562
487147,"2023-10-28 12:31:46",11,workshop/pl_rottenburg_robo_rc7.ugc2627296448,78482
487146,"2023-10-28 11:58:56",11,workshop/pl_decoy_robo_rc3.ugc3035513839,70988
487145,"2023-10-28 11:54:51",11,workshop/pl_decoy_robo_rc3.ugc3035513839,86463
487144,"2023-10-28 11:51:16",11,workshop/pl_decoy_robo_rc3.ugc3035513839,86461
487143,"2023-10-28 11:50:57",11,workshop/pl_decoy_robo_rc3.ugc3035513839,86462
487142,"2023-10-28 11:50:57",11,workshop/pl_decoy_robo_rc3.ugc3035513839,86457
487141,"2023-10-28 11:50:55",11,workshop/pl_decoy_robo_rc3.ugc3035513839,56857
487140,"2023-10-28 11:49:52",11,workshop/pl_decoy_robo_rc3.ugc3035513839,66167
487139,"2023-10-28 11:49:49",11,workshop/pl_decoy_robo_rc3.ugc3035513839,70657
487138,"2023-10-28 11:49:49",11,workshop/pl_decoy_robo_rc3.ugc3035513839,9434
487137,"2023-10-28 11:49:49",11,workshop/pl_decoy_robo_rc3.ugc3035513839,71017
487136,"2023-10-28 11:49:49",11,workshop/pl_decoy_robo_rc3.ugc3035513839,12279
487135,"2023-10-28 11:49:49",11,workshop/pl_decoy_robo_rc3.ugc3035513839,70739
487134,"2023-10-28 11:49:49",11,workshop/pl_decoy_robo_rc3.ugc3035513839,2
487133,"2023-10-28 11:49:49",11,workshop/pl_decoy_robo_rc3.ugc3035513839,83573
487132,"2023-10-28 11:49:49",11,workshop/pl_decoy_robo_rc3.ugc3035513839,67668
487131,"2023-10-28 11:49:49",11,workshop/pl_decoy_robo_rc3.ugc3035513839,27950
487130,"2023-10-28 11:49:49",11,workshop/pl_decoy_robo_rc3.ugc3035513839,78412
487129,"2023-10-28 11:49:49",11,workshop/pl_decoy_robo_rc3.ugc3035513839,25413
487128,"2023-10-28 11:49:49",11,workshop/pl_decoy_robo_rc3.ugc3035513839,70988
487127,"2023-10-28 11:49:49",11,workshop/pl_decoy_robo_rc3.ugc3035513839,223
487126,"2023-10-28 11:49:48",11,workshop/pl_decoy_robo_rc3.ugc3035513839,225
487125,"2023-10-28 11:48:07",11,workshop/pl_underground_robo_rc2b.ugc2684277276,86462
487124,"2023-10-28 11:47:10",11,workshop/pl_underground_robo_rc2b.ugc2684277276,86461
487123,"2023-10-28 11:46:04",11,workshop/pl_underground_robo_rc2b.ugc2684277276,86461
487122,"2023-10-28 11:44:44",11,workshop/pl_underground_robo_rc2b.ugc2684277276,86460
487121,"2023-10-28 11:24:24",11,workshop/pl_underground_robo_rc2b.ugc2684277276,86459
487120,"2023-10-28 11:24:19",11,workshop/pl_underground_robo_rc2b.ugc2684277276,70657
487119,"2023-10-28 11:24:09",11,workshop/pl_underground_robo_rc2b.ugc2684277276,56857
487118,"2023-10-28 11:24:05",11,workshop/pl_underground_robo_rc2b.ugc2684277276,66167
487117,"2023-10-28 11:24:01",11,workshop/pl_underground_robo_rc2b.ugc2684277276,12279
487116,"2023-10-28 11:22:54",11,workshop/pl_underground_robo_rc2b.ugc2684277276,67668
487115,"2023-10-28 11:22:54",11,workshop/pl_underground_robo_rc2b.ugc2684277276,86457
487114,"2023-10-28 11:22:54",11,workshop/pl_underground_robo_rc2b.ugc2684277276,71017
487113,"2023-10-28 11:22:54",11,workshop/pl_underground_robo_rc2b.ugc2684277276,83573
487112,"2023-10-28 11:22:54",11,workshop/pl_underground_robo_rc2b.ugc2684277276,70739
487111,"2023-10-28 11:22:54",11,workshop/pl_underground_robo_rc2b.ugc2684277276,2
487110,"2023-10-28 11:22:54",11,workshop/pl_underground_robo_rc2b.ugc2684277276,70609
487109,"2023-10-28 11:22:54",11,workshop/pl_underground_robo_rc2b.ugc2684277276,9434
487108,"2023-10-28 11:22:54",11,workshop/pl_underground_robo_rc2b.ugc2684277276,27950
487107,"2023-10-28 11:22:54",11,workshop/pl_underground_robo_rc2b.ugc2684277276,78412
487106,"2023-10-28 11:22:54",11,workshop/pl_underground_robo_rc2b.ugc2684277276,74104
487105,"2023-10-28 11:22:54",11,workshop/pl_underground_robo_rc2b.ugc2684277276,70988
487104,"2023-10-28 11:22:53",11,workshop/pl_underground_robo_rc2b.ugc2684277276,25413
487103,"2023-10-28 11:22:53",11,workshop/pl_underground_robo_rc2b.ugc2684277276,225
487102,"2023-10-28 11:22:53",11,workshop/pl_underground_robo_rc2b.ugc2684277276,223
487101,"2023-10-28 11:17:46",11,workshop/ad_process_a10.ugc2910353343,86459
487100,"2023-10-28 11:10:41",11,workshop/ad_process_a10.ugc2910353343,25413
487099,"2023-10-28 11:09:42",11,workshop/ad_process_a10.ugc2910353343,70657
487098,"2023-10-28 11:06:30",11,workshop/ad_process_a10.ugc2910353343,70657
487097,"2023-10-28 11:06:27",11,workshop/ad_process_a10.ugc2910353343,66167
487096,"2023-10-28 11:06:26",11,workshop/ad_process_a10.ugc2910353343,56857
487095,"2023-10-28 11:06:24",11,workshop/ad_process_a10.ugc2910353343,67668
487094,"2023-10-28 11:06:24",11,workshop/ad_process_a10.ugc2910353343,86457
487093,"2023-10-28 11:06:24",11,workshop/ad_process_a10.ugc2910353343,83573
487092,"2023-10-28 11:06:24",11,workshop/ad_process_a10.ugc2910353343,70739
487091,"2023-10-28 11:06:24",11,workshop/ad_process_a10.ugc2910353343,12279
487090,"2023-10-28 11:05:44",11,workshop/ad_process_a10.ugc2910353343,71017
487089,"2023-10-28 11:05:44",11,workshop/ad_process_a10.ugc2910353343,2
487088,"2023-10-28 11:05:44",11,workshop/ad_process_a10.ugc2910353343,78412
487087,"2023-10-28 11:05:44",11,workshop/ad_process_a10.ugc2910353343,70609
487086,"2023-10-28 11:05:44",11,workshop/ad_process_a10.ugc2910353343,74104
487085,"2023-10-28 11:05:44",11,workshop/ad_process_a10.ugc2910353343,27950
487084,"2023-10-28 11:05:44",11,workshop/ad_process_a10.ugc2910353343,9434
487083,"2023-10-28 11:05:44",11,workshop/ad_process_a10.ugc2910353343,70988
487082,"2023-10-28 11:05:44",11,workshop/ad_process_a10.ugc2910353343,225
487081,"2023-10-28 11:05:43",11,workshop/ad_process_a10.ugc2910353343,223
486949,"2023-10-25 13:46:29",4,pl_phoenix,86432
486948,"2023-10-25 12:57:56",4,cp_sunshine,7268
486947,"2023-10-25 12:53:51",4,cp_sunshine,86432
486946,"2023-10-25 12:53:19",4,cp_sunshine,7268
486945,"2023-10-25 12:35:27",4,pl_frontier_final,86432
486944,"2023-10-25 12:34:46",4,pl_frontier_final,7268
486943,"2023-10-25 12:06:43",4,pl_barnblitz,86432
486942,"2023-10-25 12:06:27",4,pl_barnblitz,70657
486941,"2023-10-25 12:06:17",4,pl_barnblitz,7268
486940,"2023-10-25 11:49:38",4,cp_process_final,65182
486939,"2023-10-25 11:38:29",4,cp_process_final,34815
486938,"2023-10-25 11:35:21",4,cp_process_final,86432
486937,"2023-10-25 11:34:39",4,cp_process_final,7268
486936,"2023-10-25 11:31:43",4,cp_sulfur,86432
486935,"2023-10-25 11:19:48",4,cp_sulfur,7268
486934,"2023-10-25 11:12:01",4,cp_sulfur,7268
486933,"2023-10-25 10:54:24",4,pl_frontier_final,10345
486932,"2023-10-25 10:54:13",4,pl_frontier_final,7268
486931,"2023-10-25 10:45:49",4,pl_barnblitz,10345
486930,"2023-10-25 10:36:22",4,pl_barnblitz,86431
486929,"2023-10-25 10:36:10",4,pl_barnblitz,7268
486928,"2023-10-25 10:16:52",4,workshop/pl_extinction_rc2.ugc2961457712,7268
486927,"2023-10-25 10:13:59",4,workshop/pl_extinction_rc2.ugc2961457712,86431
486926,"2023-10-25 10:13:50",4,workshop/pl_extinction_rc2.ugc2961457712,86430
486925,"2023-10-25 09:40:07",35,workshop/pl_rottenburg_robo_rc7.ugc2627296448,86429
489981,"2023-12-23 02:19:26",4,plr_hacksaw,38740
489957,"2023-12-22 12:02:33",11,workshop/pl_underground_robo_rc2b.ugc2684277276,27950
489956,"2023-12-22 12:02:33",11,workshop/pl_underground_robo_rc2b.ugc2684277276,78412
489955,"2023-12-22 12:02:33",11,workshop/pl_underground_robo_rc2b.ugc2684277276,25413
489954,"2023-12-22 12:02:32",11,workshop/pl_underground_robo_rc2b.ugc2684277276,52846
489953,"2023-12-22 12:02:32",11,workshop/pl_underground_robo_rc2b.ugc2684277276,223
489952,"2023-12-22 11:59:12",11,workshop/pl_bigrock_robo_rc8.ugc2617651502,25413
489951,"2023-12-22 11:54:22",11,workshop/pl_bigrock_robo_rc8.ugc2617651502,87128
489950,"2023-12-22 11:50:21",11,workshop/pl_bigrock_robo_rc8.ugc2617651502,87127
489949,"2023-12-22 11:36:47",11,workshop/pl_bigrock_robo_rc8.ugc2617651502,87122
489948,"2023-12-22 11:36:27",11,workshop/pl_bigrock_robo_rc8.ugc2617651502,87126
489947,"2023-12-22 11:36:25",11,workshop/pl_bigrock_robo_rc8.ugc2617651502,78482
489946,"2023-12-22 11:36:23",11,workshop/pl_bigrock_robo_rc8.ugc2617651502,20737
489945,"2023-12-22 11:35:37",11,workshop/pl_bigrock_robo_rc8.ugc2617651502,81665
489944,"2023-12-22 11:35:37",11,workshop/pl_bigrock_robo_rc8.ugc2617651502,2
489943,"2023-12-22 11:35:37",11,workshop/pl_bigrock_robo_rc8.ugc2617651502,71017
489942,"2023-12-22 11:35:37",11,workshop/pl_bigrock_robo_rc8.ugc2617651502,67668
489941,"2023-12-22 11:35:37",11,workshop/pl_bigrock_robo_rc8.ugc2617651502,59359
489940,"2023-12-22 11:35:35",11,workshop/pl_bigrock_robo_rc8.ugc2617651502,70988
489939,"2023-12-22 11:35:35",11,workshop/pl_bigrock_robo_rc8.ugc2617651502,27950
489938,"2023-12-22 11:35:35",11,workshop/pl_bigrock_robo_rc8.ugc2617651502,78412
489937,"2023-12-22 11:35:35",11,workshop/pl_bigrock_robo_rc8.ugc2617651502,74104
489936,"2023-12-22 11:35:34",11,workshop/pl_bigrock_robo_rc8.ugc2617651502,52846
489935,"2023-12-22 11:35:34",11,workshop/pl_bigrock_robo_rc8.ugc2617651502,25413
489934,"2023-12-22 11:35:34",11,workshop/pl_bigrock_robo_rc8.ugc2617651502,223
489933,"2023-12-22 11:28:07",11,workshop/pl_mannhattan_rc1c.ugc2820231221,27950
489932,"2023-12-22 11:26:44",11,workshop/pl_mannhattan_rc1c.ugc2820231221,59359
489931,"2023-12-22 11:25:55",11,workshop/pl_mannhattan_rc1c.ugc2820231221,87126
489930,"2023-12-22 11:25:01",11,workshop/pl_mannhattan_rc1c.ugc2820231221,25413
489929,"2023-12-22 11:15:45",11,workshop/pl_mannhattan_rc1c.ugc2820231221,87124
489928,"2023-12-22 11:12:42",11,workshop/pl_mannhattan_rc1c.ugc2820231221,20737
489927,"2023-12-22 11:12:05",11,workshop/pl_mannhattan_rc1c.ugc2820231221,71017
489926,"2023-12-22 11:09:35",11,workshop/pl_mannhattan_rc1c.ugc2820231221,87122
489925,"2023-12-22 11:09:31",11,workshop/pl_mannhattan_rc1c.ugc2820231221,85950
489924,"2023-12-22 11:09:18",11,workshop/pl_mannhattan_rc1c.ugc2820231221,86405
489923,"2023-12-22 11:09:17",11,workshop/pl_mannhattan_rc1c.ugc2820231221,78482
489922,"2023-12-22 11:09:14",11,workshop/pl_mannhattan_rc1c.ugc2820231221,67668
489921,"2023-12-22 11:09:14",11,workshop/pl_mannhattan_rc1c.ugc2820231221,81665
489920,"2023-12-22 11:09:00",11,workshop/pl_mannhattan_rc1c.ugc2820231221,2
489919,"2023-12-22 11:08:40",11,workshop/pl_mannhattan_rc1c.ugc2820231221,70988
489918,"2023-12-22 11:08:39",11,workshop/pl_mannhattan_rc1c.ugc2820231221,25413
489917,"2023-12-22 11:08:38",11,workshop/pl_mannhattan_rc1c.ugc2820231221,27950
489916,"2023-12-22 11:08:38",11,workshop/pl_mannhattan_rc1c.ugc2820231221,52846
489915,"2023-12-22 11:08:38",11,workshop/pl_mannhattan_rc1c.ugc2820231221,84167
489914,"2023-12-22 11:08:38",11,workshop/pl_mannhattan_rc1c.ugc2820231221,223
489913,"2023-12-22 11:08:38",11,workshop/pl_mannhattan_rc1c.ugc2820231221,78412
489912,"2023-12-22 11:08:37",11,workshop/pl_mannhattan_rc1c.ugc2820231221,74104
489911,"2023-12-22 11:08:37",11,workshop/pl_mannhattan_rc1c.ugc2820231221,72861
489910,"2023-12-22 11:08:05",11,workshop/pl_mannhattan_rc1c.ugc2820231221,85950
489909,"2023-12-22 11:08:05",11,workshop/pl_mannhattan_rc1c.ugc2820231221,78482
489656,"2023-12-18 11:18:36",11,workshop/pl_rottenburg_robo_rc7.ugc2627296448,87096
489655,"2023-12-18 11:11:59",11,workshop/pl_rottenburg_robo_rc7.ugc2627296448,10345
489654,"2023-12-18 11:11:57",11,workshop/pl_rottenburg_robo_rc7.ugc2627296448,12279
489653,"2023-12-18 11:09:13",11,workshop/pl_rottenburg_robo_rc7.ugc2627296448,65338
489652,"2023-12-18 11:04:43",11,workshop/pl_rottenburg_robo_rc7.ugc2627296448,71109
489651,"2023-12-18 11:03:53",11,workshop/pl_rottenburg_robo_rc7.ugc2627296448,9434
489650,"2023-12-18 11:02:14",11,workshop/pl_rottenburg_robo_rc7.ugc2627296448,87095
489649,"2023-12-18 11:01:51",11,workshop/pl_rottenburg_robo_rc7.ugc2627296448,3288
489648,"2023-12-18 10:56:39",11,workshop/pl_rottenburg_robo_rc7.ugc2627296448,225
489647,"2023-12-18 10:54:39",11,workshop/pl_rottenburg_robo_rc7.ugc2627296448,87094
489646,"2023-12-18 10:54:36",11,workshop/pl_rottenburg_robo_rc7.ugc2627296448,86405
489645,"2023-12-18 10:54:33",11,workshop/pl_rottenburg_robo_rc7.ugc2627296448,78482
489644,"2023-12-18 10:54:32",11,workshop/pl_rottenburg_robo_rc7.ugc2627296448,52846
489643,"2023-12-18 10:54:30",11,workshop/pl_rottenburg_robo_rc7.ugc2627296448,67668
489093,"2023-12-02 13:07:48",11,workshop/cp_sequoia_rc2d.ugc2710603590,86889
489092,"2023-12-02 13:07:48",11,workshop/cp_sequoia_rc2d.ugc2710603590,71017
489091,"2023-12-02 13:07:48",11,workshop/cp_sequoia_rc2d.ugc2710603590,10345
489090,"2023-12-02 13:07:48",11,workshop/cp_sequoia_rc2d.ugc2710603590,70739
489089,"2023-12-02 13:07:48",11,workshop/cp_sequoia_rc2d.ugc2710603590,2
489088,"2023-12-02 13:07:47",11,workshop/cp_sequoia_rc2d.ugc2710603590,81665
489087,"2023-12-02 13:07:47",11,workshop/cp_sequoia_rc2d.ugc2710603590,27950
488950,"2023-12-02 01:13:44",35,workshop/pl_badwater_robo_rc1b.ugc2721158458,86880
488951,"2023-12-02 01:21:38",35,workshop/pl_bigrock_robo_rc8.ugc2617651502,86880
488952,"2023-12-02 01:41:51",35,workshop/cp_gorge_robo_rc2.ugc2603968900,86880
488953,"2023-12-02 05:50:40",11,workshop/cp_gorge_robo_rc2.ugc2603968900,86881
488954,"2023-12-02 09:54:05",11,workshop/cp_junction_reborn_robo_rc1.ugc3045022913,67668
488955,"2023-12-02 09:55:03",11,workshop/cp_junction_reborn_robo_rc1.ugc3045022913,78412
488956,"2023-12-02 10:16:32",11,workshop/pl_underground_robo_rc2b.ugc2684277276,78412
488957,"2023-12-02 10:16:36",11,workshop/pl_underground_robo_rc2b.ugc2684277276,67668
488958,"2023-12-02 10:26:26",11,workshop/pl_underground_robo_rc2b.ugc2684277276,67668
488959,"2023-12-02 10:33:09",11,workshop/pl_calamity_mm_b5a.ugc2897811023,78412
488960,"2023-12-02 10:33:12",11,workshop/pl_calamity_mm_b5a.ugc2897811023,67668
488961,"2023-12-02 10:49:08",11,workshop/ad_process_a10.ugc2910353343,70739
488962,"2023-12-02 10:49:12",11,workshop/ad_process_a10.ugc2910353343,25413
488963,"2023-12-02 10:50:48",11,workshop/ad_process_a10.ugc2910353343,70988
488964,"2023-12-02 10:54:55",11,workshop/ad_process_a10.ugc2910353343,2
488965,"2023-12-02 10:55:57",11,workshop/ad_process_a10.ugc2910353343,86882
488966,"2023-12-02 10:56:41",11,workshop/ad_process_a10.ugc2910353343,78412
488967,"2023-12-02 10:57:39",11,workshop/ad_process_a10.ugc2910353343,72861
488968,"2023-12-02 11:01:52",11,workshop/ad_process_a10.ugc2910353343,27950
488969,"2023-12-02 11:01:54",11,workshop/ad_process_a10.ugc2910353343,223
488970,"2023-12-02 11:02:03",11,workshop/ad_process_a10.ugc2910353343,67668
488971,"2023-12-02 11:03:34",11,workshop/ad_process_a10.ugc2910353343,11529
488972,"2023-12-02 11:12:42",11,workshop/ad_process_a10.ugc2910353343,70657
488973,"2023-12-02 11:14:59",11,workshop/cp_gorge_robo_rc2.ugc2603968900,223
488974,"2023-12-02 11:15:00",11,workshop/cp_gorge_robo_rc2.ugc2603968900,78412
488975,"2023-12-02 11:15:00",11,workshop/cp_gorge_robo_rc2.ugc2603968900,25413
488976,"2023-12-02 11:15:00",11,workshop/cp_gorge_robo_rc2.ugc2603968900,72861
488977,"2023-12-02 11:15:00",11,workshop/cp_gorge_robo_rc2.ugc2603968900,70988
488978,"2023-12-02 11:15:01",11,workshop/cp_gorge_robo_rc2.ugc2603968900,27950
488979,"2023-12-02 11:15:04",11,workshop/cp_gorge_robo_rc2.ugc2603968900,2
488980,"2023-12-02 11:15:34",11,workshop/cp_gorge_robo_rc2.ugc2603968900,70739
488981,"2023-12-02 11:15:36",11,workshop/cp_gorge_robo_rc2.ugc2603968900,67668
488982,"2023-12-02 11:15:39",11,workshop/cp_gorge_robo_rc2.ugc2603968900,70657
488983,"2023-12-02 11:15:41",11,workshop/cp_gorge_robo_rc2.ugc2603968900,11529
488984,"2023-12-02 11:18:16",11,workshop/cp_gorge_robo_rc2.ugc2603968900,66167
488985,"2023-12-02 11:18:17",11,workshop/cp_gorge_robo_rc2.ugc2603968900,70657
488986,"2023-12-02 11:18:18",11,workshop/cp_gorge_robo_rc2.ugc2603968900,86883
488987,"2023-12-02 11:18:32",11,workshop/cp_gorge_robo_rc2.ugc2603968900,10345
488988,"2023-12-02 11:25:50",11,workshop/cp_gorge_robo_rc2.ugc2603968900,81651
