"id","eventTime","serverId","map","playerId","role"
1473876,"2024-01-06 14:33:11",4,pl_upward,87249,soldier
1473877,"2024-01-06 14:33:46",4,pl_upward,87250,demoman
1473878,"2024-01-06 14:34:37",4,pl_upward,87250,soldier
1473879,"2024-01-06 14:35:35",4,pl_upward,87250,engineer
1473880,"2024-01-06 14:35:40",4,pl_upward,87249,medic
1473881,"2024-01-06 14:35:56",4,pl_upward,87298,sniper
1473882,"2024-01-06 14:36:08",4,pl_upward,87249,heavyweapons
1473883,"2024-01-06 14:41:07",4,cp_steel,87299,soldier
1473884,"2024-01-06 14:41:28",4,cp_steel,87249,scout
1466485,"2023-11-29 13:04:24",11,workshop/ad_process_a10.ugc2910353343,223,scout
1466483,"2023-11-29 13:02:02",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,25413,medic
1466484,"2023-11-29 13:02:59",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,85932,heavyweapons
1466481,"2023-11-29 13:01:18",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,72861,demoman
1466482,"2023-11-29 13:01:29",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,67668,spy
1466479,"2023-11-29 12:58:22",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,81665,soldier
1466480,"2023-11-29 12:58:44",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,67668,medic
1466478,"2023-11-29 12:58:22",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,2,heavyweapons
1466477,"2023-11-29 12:58:21",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,85932,engineer
1466476,"2023-11-29 12:57:39",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,67668,scout
1466474,"2023-11-29 12:57:38",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,83202,medic
1466475,"2023-11-29 12:57:38",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,86861,scout
1466472,"2023-11-29 12:57:05",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,85932,heavyweapons
1466473,"2023-11-29 12:57:38",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,70657,engineer
1466471,"2023-11-29 12:56:48",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,86861,spy
1466470,"2023-11-29 12:56:36",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,67668,heavyweapons
1466469,"2023-11-29 12:56:14",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,70739,pyro
1466468,"2023-11-29 12:56:10",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,67668,demoman
1466467,"2023-11-29 12:56:07",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,86861,sniper
1466466,"2023-11-29 12:55:10",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,67668,heavyweapons
1466465,"2023-11-29 12:55:09",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,67668,engineer
1466464,"2023-11-29 12:55:04",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,67668,heavyweapons
1466463,"2023-11-29 12:54:27",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,67668,soldier
1466462,"2023-11-29 12:53:32",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,86861,soldier
1466461,"2023-11-29 12:53:30",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,86861,pyro
1466460,"2023-11-29 12:53:18",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,67668,sniper
1466459,"2023-11-29 12:52:10",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,2,demoman
1466458,"2023-11-29 12:50:52",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,86861,heavyweapons
1466457,"2023-11-29 12:49:44",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,72861,soldier
1466456,"2023-11-29 12:49:40",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,223,demoman
1466454,"2023-11-29 12:49:37",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,86861,engineer
1466455,"2023-11-29 12:49:39",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,70657,heavyweapons
1466453,"2023-11-29 12:49:20",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,70657,demoman
1466452,"2023-11-29 12:49:07",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,74104,spy
1466451,"2023-11-29 12:49:03",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,223,pyro
1466450,"2023-11-29 12:48:54",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,83202,soldier
1466449,"2023-11-29 12:48:51",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,72861,medic
1466448,"2023-11-29 12:48:22",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,70657,pyro
1466447,"2023-11-29 12:48:22",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,67668,pyro
1466446,"2023-11-29 12:48:21",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,25413,scout
1466445,"2023-11-29 12:48:21",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,25413,engineer
1466444,"2023-11-29 12:48:21",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,67668,spy
1466443,"2023-11-29 12:48:20",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,70739,heavyweapons
1466442,"2023-11-29 12:48:20",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,67668,soldier
1466441,"2023-11-29 12:47:34",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,85932,engineer
1466440,"2023-11-29 12:47:33",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,223,heavyweapons
1466439,"2023-11-29 12:47:33",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,72861,demoman
1466438,"2023-11-29 12:47:33",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,83202,heavyweapons
1466437,"2023-11-29 12:47:32",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,70657,demoman
1466436,"2023-11-29 12:47:24",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,67668,scout
1466435,"2023-11-29 12:47:22",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,2,sniper
1466434,"2023-11-29 12:46:36",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,81665,medic
1466433,"2023-11-29 12:46:35",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,27950,engineer
1466432,"2023-11-29 12:46:34",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,74104,medic
1466431,"2023-11-29 12:46:19",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,86861,sniper
1466430,"2023-11-29 12:46:19",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,70657,spy
1466429,"2023-11-29 12:46:14",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,72861,scout
1466428,"2023-11-29 12:46:13",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,2,heavyweapons
1466427,"2023-11-29 12:46:12",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,70739,scout
1466426,"2023-11-29 12:46:12",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,85932,heavyweapons
1466425,"2023-11-29 12:46:11",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,83202,demoman
1466424,"2023-11-29 12:46:10",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,67668,heavyweapons
1466423,"2023-11-29 12:46:10",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,11529,demoman
1466422,"2023-11-29 12:46:09",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,25413,scout
1466421,"2023-11-29 12:46:08",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,70657,soldier
1466420,"2023-11-29 12:46:07",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,67668,pyro
1466419,"2023-11-29 12:45:24",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,223,scout
1466418,"2023-11-29 12:44:36",11,workshop/pl_badwater_robo_rc1b.ugc2721158458,83202,pyro
1466417,"2023-11-29 12:43:59",11,workshop/pl_badwater_robo_rc1b.ugc2721158458,223,demoman
1466416,"2023-11-29 12:43:57",11,workshop/pl_badwater_robo_rc1b.ugc2721158458,223,spy
1466415,"2023-11-29 12:43:56",11,workshop/pl_badwater_robo_rc1b.ugc2721158458,2,pyro
1466413,"2023-11-29 12:43:19",11,workshop/pl_badwater_robo_rc1b.ugc2721158458,67668,spy
1466414,"2023-11-29 12:43:30",11,workshop/pl_badwater_robo_rc1b.ugc2721158458,70657,soldier
1466412,"2023-11-29 12:43:05",11,workshop/pl_badwater_robo_rc1b.ugc2721158458,86858,engineer
1466411,"2023-11-29 12:42:45",11,workshop/pl_badwater_robo_rc1b.ugc2721158458,223,demoman
1466410,"2023-11-29 12:42:43",11,workshop/pl_badwater_robo_rc1b.ugc2721158458,223,spy
1466409,"2023-11-29 12:42:04",11,workshop/pl_badwater_robo_rc1b.ugc2721158458,70657,heavyweapons
1466408,"2023-11-29 12:42:04",11,workshop/pl_badwater_robo_rc1b.ugc2721158458,85932,soldier
1466407,"2023-11-29 12:42:00",11,workshop/pl_badwater_robo_rc1b.ugc2721158458,223,demoman
1466333,"2023-11-29 12:19:35",11,workshop/pl_badwater_robo_rc1b.ugc2721158458,74104,pyro
1466334,"2023-11-29 12:19:37",11,workshop/pl_badwater_robo_rc1b.ugc2721158458,27950,engineer
1466335,"2023-11-29 12:19:37",11,workshop/pl_badwater_robo_rc1b.ugc2721158458,11529,demoman
1466336,"2023-11-29 12:19:37",11,workshop/pl_badwater_robo_rc1b.ugc2721158458,86858,soldier
1466337,"2023-11-29 12:19:38",11,workshop/pl_badwater_robo_rc1b.ugc2721158458,72861,scout
1466338,"2023-11-29 12:19:39",11,workshop/pl_badwater_robo_rc1b.ugc2721158458,70739,scout
1466339,"2023-11-29 12:19:40",11,workshop/pl_badwater_robo_rc1b.ugc2721158458,25413,sniper
1466340,"2023-11-29 12:20:52",11,workshop/pl_badwater_robo_rc1b.ugc2721158458,70657,engineer
1466341,"2023-11-29 12:21:03",11,workshop/pl_badwater_robo_rc1b.ugc2721158458,74104,heavyweapons
1466342,"2023-11-29 12:21:03",11,workshop/pl_badwater_robo_rc1b.ugc2721158458,72861,heavyweapons
1466343,"2023-11-29 12:21:04",11,workshop/pl_badwater_robo_rc1b.ugc2721158458,70739,soldier
1466344,"2023-11-29 12:21:04",11,workshop/pl_badwater_robo_rc1b.ugc2721158458,223,engineer
1466345,"2023-11-29 12:21:38",11,workshop/pl_badwater_robo_rc1b.ugc2721158458,2,sniper
1466346,"2023-11-29 12:21:39",11,workshop/pl_badwater_robo_rc1b.ugc2721158458,70657,medic
1466347,"2023-11-29 12:21:53",11,workshop/pl_badwater_robo_rc1b.ugc2721158458,74104,soldier
1466348,"2023-11-29 12:21:53",11,workshop/pl_badwater_robo_rc1b.ugc2721158458,74104,heavyweapons
1466349,"2023-11-29 12:22:20",11,workshop/pl_badwater_robo_rc1b.ugc2721158458,25413,scout
1466350,"2023-11-29 12:22:35",11,workshop/pl_badwater_robo_rc1b.ugc2721158458,86858,heavyweapons
1466351,"2023-11-29 12:22:35",11,workshop/pl_badwater_robo_rc1b.ugc2721158458,25413,engineer
1466352,"2023-11-29 12:22:35",11,workshop/pl_badwater_robo_rc1b.ugc2721158458,70657,engineer
1466353,"2023-11-29 12:22:36",11,workshop/pl_badwater_robo_rc1b.ugc2721158458,86708,spy
1466354,"2023-11-29 12:22:38",11,workshop/pl_badwater_robo_rc1b.ugc2721158458,25413,scout
1466355,"2023-11-29 12:22:45",11,workshop/pl_badwater_robo_rc1b.ugc2721158458,70657,pyro
1466356,"2023-11-29 12:22:54",11,workshop/pl_badwater_robo_rc1b.ugc2721158458,86708,demoman
1466357,"2023-11-29 12:22:58",11,workshop/pl_badwater_robo_rc1b.ugc2721158458,74104,pyro
1466358,"2023-11-29 12:23:21",11,workshop/pl_badwater_robo_rc1b.ugc2721158458,72861,soldier
1466359,"2023-11-29 12:23:30",11,workshop/pl_badwater_robo_rc1b.ugc2721158458,81665,medic
1466360,"2023-11-29 12:24:13",11,workshop/pl_badwater_robo_rc1b.ugc2721158458,86858,soldier
1466361,"2023-11-29 12:24:20",11,workshop/pl_badwater_robo_rc1b.ugc2721158458,72861,demoman
1466362,"2023-11-29 12:24:22",11,workshop/pl_badwater_robo_rc1b.ugc2721158458,86708,scout
1466363,"2023-11-29 12:24:22",11,workshop/pl_badwater_robo_rc1b.ugc2721158458,86708,demoman
1466364,"2023-11-29 12:24:45",11,workshop/pl_badwater_robo_rc1b.ugc2721158458,86858,spy
1466365,"2023-11-29 12:25:19",11,workshop/pl_badwater_robo_rc1b.ugc2721158458,86858,soldier
1466366,"2023-11-29 12:25:26",11,workshop/pl_badwater_robo_rc1b.ugc2721158458,72861,soldier
1466367,"2023-11-29 12:26:00",11,workshop/pl_badwater_robo_rc1b.ugc2721158458,2,heavyweapons
1466368,"2023-11-29 12:27:52",11,workshop/pl_badwater_robo_rc1b.ugc2721158458,86858,sniper
1466369,"2023-11-29 12:27:55",11,workshop/pl_badwater_robo_rc1b.ugc2721158458,74104,scout
1466370,"2023-11-29 12:29:27",11,workshop/pl_badwater_robo_rc1b.ugc2721158458,83202,demoman
1466371,"2023-11-29 12:31:47",11,workshop/pl_badwater_robo_rc1b.ugc2721158458,72861,scout
1466372,"2023-11-29 12:32:48",11,workshop/pl_badwater_robo_rc1b.ugc2721158458,86858,medic
1466373,"2023-11-29 12:33:36",11,workshop/pl_badwater_robo_rc1b.ugc2721158458,70657,soldier
1466374,"2023-11-29 12:33:40",11,workshop/pl_badwater_robo_rc1b.ugc2721158458,74104,heavyweapons
1466375,"2023-11-29 12:33:51",11,workshop/pl_badwater_robo_rc1b.ugc2721158458,86861,medic
1466376,"2023-11-29 12:33:57",11,workshop/pl_badwater_robo_rc1b.ugc2721158458,86861,pyro
1466377,"2023-11-29 12:34:27",11,workshop/pl_badwater_robo_rc1b.ugc2721158458,2,pyro
1466378,"2023-11-29 12:34:28",11,workshop/pl_badwater_robo_rc1b.ugc2721158458,81665,heavyweapons
1466379,"2023-11-29 12:34:35",11,workshop/pl_badwater_robo_rc1b.ugc2721158458,74104,demoman
1466380,"2023-11-29 12:34:55",11,workshop/pl_badwater_robo_rc1b.ugc2721158458,74104,heavyweapons
1466381,"2023-11-29 12:36:28",11,workshop/pl_badwater_robo_rc1b.ugc2721158458,72861,soldier
1466382,"2023-11-29 12:37:03",11,workshop/pl_badwater_robo_rc1b.ugc2721158458,2,soldier
1466383,"2023-11-29 12:38:00",11,workshop/pl_badwater_robo_rc1b.ugc2721158458,25413,engineer
1466384,"2023-11-29 12:38:07",11,workshop/pl_badwater_robo_rc1b.ugc2721158458,25413,scout
1466385,"2023-11-29 12:38:20",11,workshop/pl_badwater_robo_rc1b.ugc2721158458,2,pyro
1466386,"2023-11-29 12:38:48",11,workshop/pl_badwater_robo_rc1b.ugc2721158458,2,scout
1466387,"2023-11-29 12:38:53",11,workshop/pl_badwater_robo_rc1b.ugc2721158458,2,soldier
1466388,"2023-11-29 12:39:34",11,workshop/pl_badwater_robo_rc1b.ugc2721158458,25413,sniper
1466389,"2023-11-29 12:39:42",11,workshop/pl_badwater_robo_rc1b.ugc2721158458,25413,scout
1466390,"2023-11-29 12:39:43",11,workshop/pl_badwater_robo_rc1b.ugc2721158458,81665,demoman
1466391,"2023-11-29 12:40:32",11,workshop/pl_badwater_robo_rc1b.ugc2721158458,86861,sniper
1466392,"2023-11-29 12:40:36",11,workshop/pl_badwater_robo_rc1b.ugc2721158458,27950,spy
1466393,"2023-11-29 12:40:36",11,workshop/pl_badwater_robo_rc1b.ugc2721158458,81665,sniper
1466394,"2023-11-29 12:40:37",11,workshop/pl_badwater_robo_rc1b.ugc2721158458,86861,engineer
1466395,"2023-11-29 12:40:44",11,workshop/pl_badwater_robo_rc1b.ugc2721158458,86861,sniper
1466396,"2023-11-29 12:40:50",11,workshop/pl_badwater_robo_rc1b.ugc2721158458,85932,medic
1466397,"2023-11-29 12:40:51",11,workshop/pl_badwater_robo_rc1b.ugc2721158458,12386,heavyweapons
1466398,"2023-11-29 12:40:52",11,workshop/pl_badwater_robo_rc1b.ugc2721158458,12386,scout
1466399,"2023-11-29 12:40:52",11,workshop/pl_badwater_robo_rc1b.ugc2721158458,223,demoman
1466400,"2023-11-29 12:40:52",11,workshop/pl_badwater_robo_rc1b.ugc2721158458,83202,soldier
1466401,"2023-11-29 12:41:11",11,workshop/pl_badwater_robo_rc1b.ugc2721158458,85932,heavyweapons
1466402,"2023-11-29 12:41:24",11,workshop/pl_badwater_robo_rc1b.ugc2721158458,223,spy
1466403,"2023-11-29 12:41:26",11,workshop/pl_badwater_robo_rc1b.ugc2721158458,223,demoman
1466404,"2023-11-29 12:41:27",11,workshop/pl_badwater_robo_rc1b.ugc2721158458,70657,spy
1466405,"2023-11-29 12:41:43",11,workshop/pl_badwater_robo_rc1b.ugc2721158458,86861,pyro
1466406,"2023-11-29 12:41:44",11,workshop/pl_badwater_robo_rc1b.ugc2721158458,223,spy
1468606,"2023-12-10 11:14:23",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,27950,spy
1468607,"2023-12-10 11:15:12",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,71017,soldier
1468608,"2023-12-10 11:15:17",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,2,engineer
1468609,"2023-12-10 11:15:17",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,2,scout
1468610,"2023-12-10 11:16:31",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,87007,sniper
1468611,"2023-12-10 11:17:31",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,74104,pyro
1468612,"2023-12-10 11:19:59",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,27950,medic
1468613,"2023-12-10 11:22:03",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,256,scout
1468614,"2023-12-10 11:22:40",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,27950,scout
1468615,"2023-12-10 11:24:16",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,74104,demoman
1468616,"2023-12-10 11:25:34",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,87012,spy
1468617,"2023-12-10 11:26:24",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,256,heavyweapons
1468618,"2023-12-10 11:26:56",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,87007,soldier
1468619,"2023-12-10 11:27:32",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,74104,pyro
1468620,"2023-12-10 11:28:41",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,74104,demoman
1468621,"2023-12-10 11:28:49",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,27950,engineer
1468622,"2023-12-10 11:29:43",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,74104,pyro
