"id","eventTime","serverId","map","playerId","message_mode","message"
1325700,"2024-01-01 11:22:33",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,83202,2,i wasnt the boss i was engie
1325698,"2024-01-01 11:22:33",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,78412,2,what happend a spy 
1325699,"2024-01-01 11:22:33",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,56857,2,all heavy?
1325696,"2024-01-01 11:22:32",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,78412,2,!cr
1325697,"2024-01-01 11:22:33",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,78412,1,wait
1325695,"2024-01-01 11:22:32",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,562,1,dead
1325693,"2024-01-01 11:22:32",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,83202,1,was running to cart but was too late
1325694,"2024-01-01 11:22:32",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,25413,1,boss tried to cook
1325692,"2024-01-01 11:22:32",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,70657,1,AFK
1325691,"2024-01-01 11:22:32",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,81665,1,where is our boss?
1325689,"2024-01-01 11:21:26",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,78412,2,WHO ?
1325690,"2024-01-01 11:22:30",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,9434,1,that 1 ks doe
1325688,"2024-01-01 11:21:24",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,74104,1,what is the boss doing
1325687,"2024-01-01 11:20:56",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,2,1,gg
1325686,"2024-01-01 11:20:54",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,70657,1,HAHAHAAH
1325685,"2024-01-01 11:20:53",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,83202,1,gg
1325684,"2024-01-01 11:20:53",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,70657,1,GGGGGGGGGGGGGGGGGGGGGGGGG
1325682,"2024-01-01 11:19:53",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,562,2,left side
1325683,"2024-01-01 11:20:52",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,67668,1,YES
1325681,"2024-01-01 11:19:34",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,74104,1,rude lmao
1325678,"2024-01-01 11:18:17",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,56857,2,ABOVE
1325679,"2024-01-01 11:19:05",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,78412,2,!cr
1325680,"2024-01-01 11:19:23",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,71017,1,clown dead
1325677,"2024-01-01 11:17:59",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,81665,1,!cr
1325676,"2024-01-01 11:17:03",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,81665,1,!cr
1325674,"2024-01-01 11:16:30",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,83202,1,!cr
1325675,"2024-01-01 11:17:02",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,74104,1,!cr
1325673,"2024-01-01 11:16:24",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,78412,2,!cr
1325672,"2024-01-01 11:15:51",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,78412,2,!cr
1325671,"2024-01-01 11:15:40",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,65338,1,bye bye
1325670,"2024-01-01 11:15:37",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,78412,2,!cr
1325669,"2024-01-01 11:15:21",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,67668,1,????
1325667,"2024-01-01 11:13:50",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,81665,1,!cr
1325668,"2024-01-01 11:14:10",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,78482,1,i luv rager
1325665,"2024-01-01 11:12:46",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,74104,1,!cr
1325666,"2024-01-01 11:13:32",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,65338,2,im sorry
1325664,"2024-01-01 11:12:27",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,78412,2,!cr
1325663,"2024-01-01 11:12:26",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,81665,1,!cr
1325661,"2024-01-01 11:12:26",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,81665,2,with sticks
1325662,"2024-01-01 11:12:26",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,81665,1,!cr
1325660,"2024-01-01 11:12:26",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,81665,2,demo at our spawn
1325659,"2024-01-01 11:11:54",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,81665,1,!cr
1325658,"2024-01-01 11:11:54",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,25413,1,you thought
1325656,"2024-01-01 11:11:02",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,78412,2,coins some
1325657,"2024-01-01 11:11:37",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,56857,2,roof
1325654,"2024-01-01 11:10:51",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,78412,2,k
1325655,"2024-01-01 11:10:54",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,81665,1,!cr
1325653,"2024-01-01 11:10:43",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,78412,1,!cr
1325652,"2024-01-01 11:10:43",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,74104,2,stop waiting come on
1325649,"2024-01-01 11:09:49",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,56857,2,roof
1325651,"2024-01-01 11:10:31",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,78412,2,were tele
1325650,"2024-01-01 11:09:52",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,67668,2,pretty good push there
1325648,"2024-01-01 11:09:45",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,74104,1,dunkle dan
1325647,"2024-01-01 11:09:45",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,78412,2,"19% robot"
1325633,"2024-01-01 11:05:16",11,workshop/pl_rottenburg_robo_rc7.ugc2627296448,12279,1,even backstabs dont scale
1325634,"2024-01-01 11:05:16",11,workshop/pl_rottenburg_robo_rc7.ugc2627296448,74104,1,dane nerf when?
1325635,"2024-01-01 11:05:16",11,workshop/pl_rottenburg_robo_rc7.ugc2627296448,12279,1,spy feels pretty bad with scaling
1325636,"2024-01-01 11:06:19",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,78412,2,!tp
1325637,"2024-01-01 11:08:01",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,2,1,!changes
1325638,"2024-01-01 11:08:02",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,78482,1,!changes
1325639,"2024-01-01 11:08:08",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,83202,1,!cr
1325640,"2024-01-01 11:09:12",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,78412,2,!cr
1325641,"2024-01-01 11:09:12",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,78412,1,!fp
1325642,"2024-01-01 11:09:13",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,78412,2,!mt
1325643,"2024-01-01 11:09:14",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,78482,1,new menu does look really nice
1325644,"2024-01-01 11:09:14",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,83202,1,!cr
1325645,"2024-01-01 11:09:14",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,81665,1,!cr
1325646,"2024-01-01 11:09:14",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,83202,2,ankle dan is here
1314479,"2023-11-11 13:56:47",11,workshop/pl_mannhattan_rc1c.ugc2820231221,86461,2,!bot
1314480,"2023-11-11 14:01:21",11,workshop/pl_mannhattan_rc1c.ugc2820231221,86461,2,!bot
1314481,"2023-11-11 14:02:31",11,workshop/pl_mannhattan_rc1c.ugc2820231221,86461,2,!bot
1314478,"2023-11-11 13:49:08",11,workshop/pl_mannhattan_rc1c.ugc2820231221,86461,2,!bot
1314476,"2023-11-11 13:49:04",11,workshop/pl_mannhattan_rc1c.ugc2820231221,86461,2,!bot
1314477,"2023-11-11 13:49:04",11,workshop/pl_mannhattan_rc1c.ugc2820231221,86461,2,!bot
1314474,"2023-11-11 13:48:59",11,workshop/pl_mannhattan_rc1c.ugc2820231221,86461,2,!bot
1314475,"2023-11-11 13:49:03",11,workshop/pl_mannhattan_rc1c.ugc2820231221,86461,2,!bot
1314473,"2023-11-11 13:46:06",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,67668,1,tried to  stick till the end but i was demotivated
1314471,"2023-11-11 13:46:01",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,2,1,gg
1314472,"2023-11-11 13:46:01",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,67668,1,gg
1314470,"2023-11-11 13:44:48",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,67668,1,pff
1314468,"2023-11-11 13:44:03",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,86461,2,!bot
1314469,"2023-11-11 13:44:45",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,86461,2,!bot
1314467,"2023-11-11 13:43:55",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,2,1,!cr
1314465,"2023-11-11 13:43:26",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,2,1,!cr
1314466,"2023-11-11 13:43:32",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,86461,2,!bot
1314464,"2023-11-11 13:42:58",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,256,2,heavy low
1314461,"2023-11-11 13:40:52",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,86461,2,!car
1314462,"2023-11-11 13:42:16",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,86461,2,!bot
1314463,"2023-11-11 13:42:26",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,86461,2,!car
1314460,"2023-11-11 13:40:51",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,2,1,!cr
1314458,"2023-11-11 13:38:24",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,86461,2,!bot
1314459,"2023-11-11 13:38:28",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,2,2,except for terminator
1314457,"2023-11-11 13:38:21",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,2,2,pick literally any bot that shoots please
1314456,"2023-11-11 13:37:43",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,2,2,"the only one who can cap, is the roamer who sucks on the cart"
1314452,"2023-11-11 13:37:03",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,2,2,tanks and bosses cant cap
1314453,"2023-11-11 13:37:26",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,2,2,guys
1314455,"2023-11-11 13:37:29",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,2,2,we wont win with this
1314454,"2023-11-11 13:37:26",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,2,2,we need another comp
1314451,"2023-11-11 13:37:03",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,2,2,we need to cap
1314450,"2023-11-11 13:36:56",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,78412,1,taunt speed is heavy
1314449,"2023-11-11 13:36:48",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,86461,2,!bot
1314448,"2023-11-11 13:35:58",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,2,1,!cr
1314447,"2023-11-11 13:35:14",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,2,1,!cr
1314445,"2023-11-11 13:33:11",32,ctf_2fort,7268,1,"ye, cya"
1314446,"2023-11-11 13:35:07",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,86461,2,!bot
1314443,"2023-11-11 13:33:07",32,ctf_2fort,72004,1,"yeah, that makes sense "
1314444,"2023-11-11 13:33:09",32,ctf_2fort,72004,1,"anyway. It was lovely meeting ya, I'm gonna server hop"
1314442,"2023-11-11 13:33:01",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,2,2,use /car
1314439,"2023-11-11 13:32:32",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,2,1,!cr
1314440,"2023-11-11 13:32:32",32,ctf_2fort,7268,1,grew sick of op weapons being op and bad weapons being bad weapons
1314441,"2023-11-11 13:32:34",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,86461,2,!bot
1314435,"2023-11-11 13:32:01",32,ctf_2fort,7268,1,I mostly play in servers with an modified metagame
1314438,"2023-11-11 13:32:21",32,ctf_2fort,72004,1,i mainly play community 2fort and harvest 
1314437,"2023-11-11 13:32:14",32,ctf_2fort,72004,1,oh nice 
1314436,"2023-11-11 13:32:09",32,ctf_2fort,7268,1,like bmod and other stuff like that
1314434,"2023-11-11 13:31:44",32,ctf_2fort,72004,1,i barely play actual tf2
1314433,"2023-11-11 13:31:43",32,ctf_2fort,72004,1,I mainly put all my time into sniper and shotgun soldier 
1314432,"2023-11-11 13:31:43",32,ctf_2fort,7268,1,Just doing dumb shit
1314430,"2023-11-11 13:31:31",32,ctf_2fort,72004,1,the best way to enjoy tf2 
1314431,"2023-11-11 13:31:43",32,ctf_2fort,7268,1,Indeed
1314429,"2023-11-11 13:31:29",32,ctf_2fort,7268,1,i just play other classes for shits and giggles
1314428,"2023-11-11 13:31:17",32,ctf_2fort,72004,1,ahh
1314427,"2023-11-11 13:31:12",32,ctf_2fort,7268,1,I'm mostly a medic and pyro main
1314425,"2023-11-11 13:30:56",32,ctf_2fort,72004,1,do you want a few tips?
1314426,"2023-11-11 13:31:05",32,ctf_2fort,7268,1,"eh, not really"
1314424,"2023-11-11 13:30:53",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,67668,1,im still losing
1314423,"2023-11-11 13:30:10",32,ctf_2fort,72004,1,you gotta own it
1314421,"2023-11-11 13:29:57",32,ctf_2fort,72004,1,nice bro
1314422,"2023-11-11 13:30:01",32,ctf_2fort,72004,1,nahh that was a trickstab
1314420,"2023-11-11 13:29:57",32,ctf_2fort,7268,1,That was a facestab but ok
1314419,"2023-11-11 13:29:48",32,ctf_2fort,7268,1,huh
1314416,"2023-11-11 13:29:25",11,workshop/pl_borneo_robo_rc1c.ugc2681250323,56857,1,aaah
1314417,"2023-11-11 13:29:48",32,ctf_2fort,72004,1,oh shit
