"id","eventTime","serverId","map","playerId","actionId","bonus","pos_x","pos_y","pos_z"
10544823,"2023-11-19 09:32:35",4,pd_selbyen,70739,5,2,843,-893,-27
10544824,"2023-11-19 09:32:35",4,pd_selbyen,3288,742,0,,,
10544825,"2023-11-19 09:32:37",4,pd_selbyen,70739,67,0,,,
10544826,"2023-11-19 09:32:38",4,pd_selbyen,3288,3,-2,882,-1110,-63
10544827,"2023-11-19 09:32:39",4,pd_selbyen,70739,5,2,818,-1042,-63
10544828,"2023-11-19 09:32:39",4,pd_selbyen,70739,5,2,882,-1267,-63
10544829,"2023-11-19 09:32:41",4,pd_selbyen,49173,86,0,,,
10544830,"2023-11-19 09:32:43",4,pd_selbyen,70739,86,0,,,
10544831,"2023-11-19 09:32:44",4,pd_selbyen,49173,67,0,,,
10544832,"2023-11-19 09:32:53",4,pd_selbyen,9434,5,2,-918,-171,150
10544833,"2023-11-19 09:32:53",4,pd_selbyen,70739,86,0,,,
10544834,"2023-11-19 09:32:55",4,pd_selbyen,70739,67,0,,,
10544835,"2023-11-19 09:32:56",4,pd_selbyen,3288,5,2,1371,-145,120
10544836,"2023-11-19 09:32:58",4,pd_selbyen,70739,86,0,,,
10544837,"2023-11-19 09:33:02",4,pd_selbyen,3288,5,2,1501,16,129
10544838,"2023-11-19 09:33:06",4,pd_selbyen,201,5,2,20,291,128
10544839,"2023-11-19 09:33:07",4,pd_selbyen,70739,86,0,,,
10544840,"2023-11-19 09:33:12",4,pd_selbyen,70739,86,0,,,
10544841,"2023-11-19 09:33:15",4,pd_selbyen,78412,67,0,,,
10544842,"2023-11-19 09:33:15",4,pd_selbyen,78412,1,1,1681,223,459
10544843,"2023-11-19 09:33:16",4,pd_selbyen,3288,5,2,1559,541,263
10544844,"2023-11-19 09:33:16",4,pd_selbyen,3288,34,1,,,
10544845,"2023-11-19 09:33:17",4,pd_selbyen,2,5,2,1776,277,384
10544846,"2023-11-19 09:33:18",4,pd_selbyen,70739,86,0,,,
10544847,"2023-11-19 09:33:18",4,pd_selbyen,70739,5,2,1568,515,187
10544848,"2023-11-19 09:33:19",4,pd_selbyen,70739,86,0,,,
10544849,"2023-11-19 09:33:20",4,pd_selbyen,49173,67,0,,,
10544850,"2023-11-19 09:33:21",4,pd_selbyen,70739,86,0,,,
10544851,"2023-11-19 09:33:24",4,pd_selbyen,70739,86,0,,,
10544852,"2023-11-19 09:33:36",4,pd_selbyen,2,3,-2,2089,419,384
10544853,"2023-11-19 09:33:36",4,pd_selbyen,78412,5,2,2029,465,384
10544854,"2023-11-19 09:33:37",4,pd_selbyen,78412,3,-2,2096,483,389
10544855,"2023-11-19 09:33:37",4,pd_selbyen,70739,86,0,,,
10544856,"2023-11-19 09:33:40",4,pd_selbyen,78482,5,2,2078,476,384
10544857,"2023-11-19 09:33:49",4,pd_selbyen,78482,5,2,1576,60,129
10544858,"2023-11-19 09:34:06",4,pd_selbyen,70739,86,0,,,
10544859,"2023-11-19 09:34:07",4,pd_selbyen,9434,34,1,,,
10544860,"2023-11-19 09:34:08",4,pd_selbyen,78482,5,2,826,355,128
10544861,"2023-11-19 09:34:09",4,pd_selbyen,70739,86,0,,,
10544862,"2023-11-19 09:34:09",4,pd_selbyen,78412,64,3,,,
10544863,"2023-11-19 09:34:10",4,pd_selbyen,78482,5,2,1095,138,130
10544864,"2023-11-19 09:34:12",4,pd_selbyen,70739,67,0,,,
10544865,"2023-11-19 09:34:12",4,pd_selbyen,70739,86,0,,,
10544866,"2023-11-19 09:34:12",4,pd_selbyen,78412,86,0,,,
10544867,"2023-11-19 09:34:13",4,pd_selbyen,78482,64,3,,,
10544868,"2023-11-19 09:34:14",4,pd_selbyen,11529,739,1,,,
10544869,"2023-11-19 09:34:15",4,pd_selbyen,70739,5,2,-833,-1307,-63
10544870,"2023-11-19 09:34:15",4,pd_selbyen,78482,5,2,-113,-756,-44
10544871,"2023-11-19 09:34:16",4,pd_selbyen,70739,86,0,,,
10544872,"2023-11-19 09:34:16",4,pd_selbyen,70739,1,1,35,-1186,-64
10544873,"2023-11-19 09:34:16",4,pd_selbyen,78482,5,2,92,-1368,-65
10544874,"2023-11-19 09:34:17",4,pd_selbyen,78482,32,1,,,
10544875,"2023-11-19 09:34:28",4,pd_selbyen,70739,5,2,36,-1298,-65
10544876,"2023-11-19 09:34:28",4,pd_selbyen,70739,34,1,,,
10544877,"2023-11-19 09:34:29",4,pd_selbyen,2,5,2,4,-1357,-65
10544878,"2023-11-19 09:34:31",4,pd_selbyen,3288,742,0,,,
10544879,"2023-11-19 09:34:31",4,pd_selbyen,3288,743,0,,,
10544880,"2023-11-19 09:34:32",4,pd_selbyen,49173,51,1,72,450,128
10544881,"2023-11-19 09:34:33",4,pd_selbyen,78412,65,2,,,
10544882,"2023-11-19 09:34:33",4,pd_selbyen,70739,86,0,,,
10544883,"2023-11-19 09:34:34",4,pd_selbyen,2,737,5,,,
10544884,"2023-11-19 09:34:35",4,pd_selbyen,70739,86,0,,,
10544885,"2023-11-19 09:34:40",4,pd_selbyen,70739,67,0,,,
10544886,"2023-11-19 09:34:42",4,pd_selbyen,78412,67,0,,,
10544887,"2023-11-19 09:34:43",4,pd_selbyen,49173,51,1,-956,19,174
10544888,"2023-11-19 09:34:43",4,pd_selbyen,78412,67,0,,,
10544889,"2023-11-19 09:34:43",4,pd_selbyen,70739,86,0,,,
10544890,"2023-11-19 09:34:44",4,pd_selbyen,7268,5,2,-1117,-68,159
10544891,"2023-11-19 09:34:45",4,pd_selbyen,78482,5,2,-1484,580,215
10544892,"2023-11-19 09:35:02",4,pd_selbyen,78412,34,1,,,
10544893,"2023-11-19 09:35:04",4,pd_selbyen,9434,5,2,-653,-1210,-47
10544894,"2023-11-19 09:35:05",4,pd_selbyen,49173,74,0,,,
10544895,"2023-11-19 09:35:07",4,pd_selbyen,49173,44,0,,,
10544896,"2023-11-19 09:35:07",4,pd_selbyen,78482,5,2,-693,238,168
10544897,"2023-11-19 09:35:10",4,pd_selbyen,3288,5,2,-1439,590,192
10544898,"2023-11-19 09:35:10",4,pd_selbyen,3288,5,2,-1424,-168,115
10544899,"2023-11-19 09:35:10",4,pd_selbyen,9434,1,1,-1071,-1081,-63
10544900,"2023-11-19 09:35:11",4,pd_selbyen,78482,5,2,-1169,-1143,-63
10544901,"2023-11-19 09:35:11",4,pd_selbyen,9434,30,5,,,
10544902,"2023-11-19 09:35:12",4,pd_selbyen,7268,1,1,-868,-1386,-64
10544903,"2023-11-19 09:35:13",4,pd_selbyen,9434,5,2,-831,-1060,-26
10544904,"2023-11-19 09:35:13",4,pd_selbyen,9434,32,1,,,
10544905,"2023-11-19 09:35:15",4,pd_selbyen,2,31,2,,,
10544906,"2023-11-19 09:35:16",4,pd_selbyen,7268,5,2,-820,-1130,-63
10544907,"2023-11-19 09:35:16",4,pd_selbyen,3288,5,2,-1177,-1162,-40
10544908,"2023-11-19 09:35:19",4,pd_selbyen,2,31,2,,,
10544909,"2023-11-19 09:35:20",4,pd_selbyen,70739,86,0,,,
10544910,"2023-11-19 09:35:31",4,pd_selbyen,3288,5,2,-619,-1072,-38
10544911,"2023-11-19 09:35:32",4,pd_selbyen,70739,86,0,,,
10544912,"2023-11-19 09:35:32",4,pd_selbyen,70739,86,0,,,
10544913,"2023-11-19 09:35:33",4,pd_selbyen,11529,75,0,,,
10544914,"2023-11-19 09:35:33",4,pd_selbyen,78412,91,0,,,
10544915,"2023-11-19 09:35:33",4,pd_selbyen,11529,75,0,,,
10544916,"2023-11-19 09:35:35",4,pd_selbyen,78412,32,1,,,
10544917,"2023-11-19 09:35:38",4,pd_selbyen,11529,44,0,,,
10544918,"2023-11-19 09:35:38",4,pd_selbyen,11529,5,2,89,-1536,-70
10544919,"2023-11-19 09:35:39",4,pd_selbyen,70739,5,2,-1071,56,153
10544920,"2023-11-19 09:35:39",4,pd_selbyen,9434,5,2,-1057,307,128
10544921,"2023-11-19 09:35:39",4,pd_selbyen,70739,86,0,,,
10544922,"2023-11-19 09:35:40",4,pd_selbyen,7268,1,1,-368,-1258,-64
10544923,"2023-11-19 09:35:41",4,pd_selbyen,3288,5,2,-304,-1255,-64
10544924,"2023-11-19 09:35:43",4,pd_selbyen,7268,44,0,,,
10544925,"2023-11-19 09:35:43",4,pd_selbyen,7268,5,2,-364,-1260,-64
10544926,"2023-11-19 09:35:43",4,pd_selbyen,2,739,1,,,
10544927,"2023-11-19 09:35:44",4,pd_selbyen,2,739,1,,,
10544928,"2023-11-19 09:35:44",4,pd_selbyen,2,739,1,,,
10544929,"2023-11-19 09:35:45",4,pd_selbyen,70739,5,2,440,-37,73
10544930,"2023-11-19 09:35:46",4,pd_selbyen,70739,86,0,,,
10544931,"2023-11-19 09:36:23",4,pd_selbyen,78412,75,0,,,
10544932,"2023-11-19 09:36:24",4,pd_selbyen,70739,86,0,,,
10544933,"2023-11-19 09:36:24",4,pd_selbyen,11529,91,0,,,
10544934,"2023-11-19 09:36:25",4,pd_selbyen,7268,3,-2,429,-296,31
10544935,"2023-11-19 09:36:25",4,pd_selbyen,49173,5,2,374,-299,42
10544936,"2023-11-19 09:36:27",4,pd_selbyen,2,31,2,,,
10544937,"2023-11-19 09:36:44",4,pd_selbyen,49173,51,1,517,-231,50
10544938,"2023-11-19 09:36:46",4,pd_selbyen,49173,51,1,512,-101,79
10544939,"2023-11-19 09:36:46",4,pd_selbyen,11529,5,2,209,-378,3
10544940,"2023-11-19 09:36:46",4,pd_selbyen,49173,51,1,497,-8,87
10544941,"2023-11-19 09:36:47",4,pd_selbyen,11529,75,0,,,
10544942,"2023-11-19 09:36:47",4,pd_selbyen,7268,5,2,82,-832,-51
10544943,"2023-11-19 09:36:47",4,pd_selbyen,70739,86,0,,,
10544944,"2023-11-19 09:36:48",4,pd_selbyen,70739,1,1,521,-327,110
10544945,"2023-11-19 09:36:48",4,pd_selbyen,49173,5,2,651,-10,120
10544946,"2023-11-19 09:36:50",4,pd_selbyen,70739,86,0,,,
10544947,"2023-11-19 09:36:50",4,pd_selbyen,78482,5,2,714,6,128
10544948,"2023-11-19 09:36:52",4,pd_selbyen,70739,67,0,,,
10544949,"2023-11-19 09:36:52",4,pd_selbyen,7268,5,2,20,-1194,-64
10544950,"2023-11-19 09:36:52",4,pd_selbyen,70739,33,1,,,
10544951,"2023-11-19 09:36:54",4,pd_selbyen,78412,44,0,,,
10544952,"2023-11-19 09:36:55",4,pd_selbyen,78412,5,2,624,-993,-60
10544953,"2023-11-19 09:37:04",4,pd_selbyen,2,31,2,,,
10544954,"2023-11-19 09:37:05",4,pd_selbyen,2,5,2,27,-1633,-76
10544955,"2023-11-19 09:37:07",4,pd_selbyen,2,5,2,-484,-1129,-63
10544956,"2023-11-19 09:37:07",4,pd_selbyen,9434,73,0,,,
10544957,"2023-11-19 09:37:09",4,pd_selbyen,49173,5,2,-376,-483,13
10544958,"2023-11-19 09:37:09",4,pd_selbyen,70739,86,0,,,
10544959,"2023-11-19 09:37:09",4,pd_selbyen,78412,75,0,,,
10544960,"2023-11-19 09:37:11",4,pd_selbyen,2,44,0,,,
10544961,"2023-11-19 09:37:11",4,pd_selbyen,7268,5,2,-929,-1688,-75
10544962,"2023-11-19 09:37:11",4,pd_selbyen,70739,86,0,,,
10544963,"2023-11-19 09:37:14",4,pd_selbyen,2,5,2,-881,-1670,-72
10544964,"2023-11-19 09:37:25",4,pd_selbyen,70739,86,0,,,
10544965,"2023-11-19 09:37:26",4,pd_selbyen,7268,3,-2,40,-896,-56
10544966,"2023-11-19 09:37:27",4,pd_selbyen,70739,67,0,,,
10544967,"2023-11-19 09:37:27",4,pd_selbyen,49173,5,2,5,-646,-30
10544968,"2023-11-19 09:37:29",4,pd_selbyen,70739,86,0,,,
10544969,"2023-11-19 09:37:30",4,pd_selbyen,49173,44,0,,,
10544970,"2023-11-19 09:37:30",4,pd_selbyen,49173,5,2,-100,-434,-3
10544971,"2023-11-19 09:37:31",4,pd_selbyen,49173,5,2,1,-827,-50
10544972,"2023-11-19 09:37:33",4,pd_selbyen,70739,86,0,,,
10544973,"2023-11-19 09:37:34",4,pd_selbyen,70739,86,0,,,
10544974,"2023-11-19 09:37:35",4,pd_selbyen,70739,86,0,,,
10544975,"2023-11-19 09:37:35",4,pd_selbyen,49173,51,1,485,305,148
10544976,"2023-11-19 09:37:35",4,pd_selbyen,7268,35,1,,,
10544977,"2023-11-19 09:37:37",4,pd_selbyen,49173,5,2,447,308,123
10544978,"2023-11-19 09:37:38",4,pd_selbyen,49173,51,1,439,311,123
10544979,"2023-11-19 09:37:38",4,pd_selbyen,2,737,5,,,
10544980,"2023-11-19 09:37:39",4,pd_selbyen,49173,51,1,336,399,129
10544981,"2023-11-19 09:37:39",4,pd_selbyen,9434,1,1,-348,641,143
10544982,"2023-11-19 09:37:40",4,pd_selbyen,49173,5,2,323,418,130
10544983,"2023-11-19 09:37:47",4,pd_selbyen,49173,32,1,,,
10544984,"2023-11-19 09:37:47",4,pd_selbyen,9434,30,5,,,
10544985,"2023-11-19 09:37:55",4,pd_selbyen,201,5,2,372,487,130
10544986,"2023-11-19 09:37:55",4,pd_selbyen,78482,64,3,,,
10544987,"2023-11-19 09:37:56",4,pd_selbyen,70739,32,1,,,
10544988,"2023-11-19 09:37:57",4,pd_selbyen,2,31,2,,,
10544989,"2023-11-19 09:37:58",4,pd_selbyen,78482,5,2,674,267,128
10544990,"2023-11-19 09:37:58",4,pd_selbyen,2,3,-2,1167,273,128
10544991,"2023-11-19 09:37:58",4,pd_selbyen,78482,3,-2,984,212,128
10544992,"2023-11-19 09:37:59",4,pd_selbyen,9434,61,30,,,
10544993,"2023-11-19 09:37:59",4,pd_selbyen,70739,62,20,,,
10544994,"2023-11-19 09:37:59",4,pd_selbyen,3288,63,10,,,
10544995,"2023-11-19 09:38:00",4,pd_selbyen,78412,32,1,,,
10544996,"2023-11-19 09:38:00",4,pd_selbyen,2,32,1,,,
10544997,"2023-11-19 09:38:02",4,pd_selbyen,2,739,1,,,
10544998,"2023-11-19 09:38:02",4,pd_selbyen,2,739,1,,,
10544999,"2023-11-19 09:38:02",4,pd_selbyen,2,739,1,,,
10545000,"2023-11-19 09:38:03",4,pd_selbyen,25096,31,2,457,-326,30
10545001,"2023-11-19 09:38:04",4,pd_selbyen,25096,31,2,,,
10545002,"2023-11-19 09:38:05",4,pd_selbyen,3288,44,0,,,
10545003,"2023-11-19 09:38:06",4,pd_selbyen,25096,44,0,,,
10545004,"2023-11-19 09:38:24",4,pd_selbyen,25096,44,0,,,
10545005,"2023-11-19 09:38:30",4,pd_selbyen,25096,32,1,,,
10545006,"2023-11-19 09:47:09",4,pl_badwater,9434,86,0,,,
10545007,"2023-11-19 09:47:11",4,pl_badwater,9434,67,0,,,
10545008,"2023-11-19 09:47:20",4,pl_badwater,9434,67,0,,,
10545009,"2023-11-19 09:47:23",4,pl_badwater,11529,32,1,,,
10545010,"2023-11-19 09:47:23",4,pl_badwater,2,30,5,,,
10545011,"2023-11-19 09:47:37",4,pl_badwater,3288,56,0,,,
10545012,"2023-11-19 09:47:37",4,pl_badwater,9434,86,0,,,
10545013,"2023-11-19 09:47:38",4,pl_badwater,3288,55,1,,,
10545014,"2023-11-19 09:47:38",4,pl_badwater,49173,96,0,,,
10545015,"2023-11-19 09:47:38",4,pl_badwater,78482,53,1,-1057,-984,133
10545016,"2023-11-19 09:47:39",4,pl_badwater,3288,12,0,-1369,1380,256
10545017,"2023-11-19 09:47:39",4,pl_badwater,9434,67,0,,,
10545018,"2023-11-19 09:47:40",4,pl_badwater,78482,53,1,-1364,-915,128
10545019,"2023-11-19 09:47:43",4,pl_badwater,78482,739,1,,,
10545020,"2023-11-19 09:47:43",4,pl_badwater,2,30,5,,,
10545021,"2023-11-19 09:47:45",4,pl_badwater,9434,14,2,-1594,-278,178
10545022,"2023-11-19 09:47:46",4,pl_badwater,2,32,1,,,
10545023,"2023-11-19 09:47:48",4,pl_badwater,78412,86,0,,,
10545024,"2023-11-19 09:47:48",4,pl_badwater,3288,55,1,,,
10545025,"2023-11-19 09:47:48",4,pl_badwater,11529,96,0,,,
10545026,"2023-11-19 09:47:49",4,pl_badwater,49173,51,1,-1400,-89,128
10545027,"2023-11-19 09:47:49",4,pl_badwater,78412,86,0,,,
10545028,"2023-11-19 09:47:50",4,pl_badwater,9434,86,0,,,
10545029,"2023-11-19 09:47:50",4,pl_badwater,70739,76,0,,,
10545030,"2023-11-19 09:48:09",4,pl_badwater,9434,86,0,,,
10545031,"2023-11-19 09:48:09",4,pl_badwater,3288,55,1,,,
10545032,"2023-11-19 09:48:10",4,pl_badwater,9434,96,0,,,
10545033,"2023-11-19 09:48:10",4,pl_badwater,256,10,0,2947,-807,128
10545034,"2023-11-19 09:48:10",4,pl_badwater,9434,86,0,,,
10545035,"2023-11-19 09:48:11",4,pl_badwater,3288,55,1,,,
10545036,"2023-11-19 09:48:11",4,pl_badwater,78482,96,0,,,
10545037,"2023-11-19 09:48:13",4,pl_badwater,9434,87,0,,,
10545038,"2023-11-19 09:48:14",4,pl_badwater,9434,44,0,,,
10545039,"2023-11-19 09:48:14",4,pl_badwater,11529,32,1,,,
10545040,"2023-11-19 09:48:14",4,pl_badwater,2,30,5,,,
10545041,"2023-11-19 09:48:16",4,pl_badwater,3288,55,1,,,
10545042,"2023-11-19 09:48:17",4,pl_badwater,49173,96,0,,,
10545043,"2023-11-19 09:48:17",4,pl_badwater,9434,86,0,,,
10545044,"2023-11-19 09:48:18",4,pl_badwater,256,11,0,-821,-390,192
10545045,"2023-11-19 09:48:19",4,pl_badwater,70739,91,0,,,
10545046,"2023-11-19 09:48:20",4,pl_badwater,256,10,0,-805,-245,192
10545047,"2023-11-19 09:48:21",4,pl_badwater,9434,86,0,,,
10545048,"2023-11-19 09:48:24",4,pl_badwater,256,12,0,-709,-310,192
10545049,"2023-11-19 09:48:46",4,pl_badwater,256,54,1,-893,-389,192
10545050,"2023-11-19 09:48:53",4,pl_badwater,256,54,1,-893,-389,192
10545051,"2023-11-19 09:48:58",4,pl_badwater,3288,55,1,,,
10545052,"2023-11-19 09:48:58",4,pl_badwater,11529,96,0,,,
10545053,"2023-11-19 09:49:00",4,pl_badwater,78482,31,2,-1112,348,256
10545054,"2023-11-19 09:49:01",4,pl_badwater,78482,31,2,,,
10545055,"2023-11-19 09:49:02",4,pl_badwater,9434,86,0,,,
10545056,"2023-11-19 09:49:03",4,pl_badwater,256,55,1,,,
10545057,"2023-11-19 09:49:03",4,pl_badwater,2,96,0,,,
10545058,"2023-11-19 09:49:03",4,pl_badwater,3288,55,1,,,
10545059,"2023-11-19 09:49:04",4,pl_badwater,9434,96,0,,,
10545060,"2023-11-19 09:49:04",4,pl_badwater,78482,748,0,,,
10545061,"2023-11-19 09:49:04",4,pl_badwater,11529,749,0,,,
10545062,"2023-11-19 09:49:05",4,pl_badwater,9434,86,0,,,
10545063,"2023-11-19 09:49:05",4,pl_badwater,3288,55,1,,,
10545064,"2023-11-19 09:49:05",4,pl_badwater,49173,96,0,,,
10545065,"2023-11-19 09:49:06",4,pl_badwater,78482,748,0,,,
10545066,"2023-11-19 09:49:06",4,pl_badwater,11529,749,0,,,
10545067,"2023-11-19 09:49:06",4,pl_badwater,256,55,1,,,
10545068,"2023-11-19 09:49:07",4,pl_badwater,201,96,0,,,
10545069,"2023-11-19 09:49:07",4,pl_badwater,78482,748,0,,,
10545070,"2023-11-19 09:49:08",4,pl_badwater,11529,749,0,,,
10545071,"2023-11-19 09:49:08",4,pl_badwater,78482,748,0,,,
10545072,"2023-11-19 09:49:08",4,pl_badwater,11529,749,0,,,
10545073,"2023-11-19 09:49:09",4,pl_badwater,70739,75,0,,,
10545074,"2023-11-19 09:49:21",4,pl_badwater,78482,748,0,,,
10545075,"2023-11-19 09:49:22",4,pl_badwater,11529,749,0,,,
10545076,"2023-11-19 09:49:23",4,pl_badwater,78482,739,1,,,
10545077,"2023-11-19 09:49:28",4,pl_badwater,9434,7,2,-913,-1445,496
10545078,"2023-11-19 09:49:29",4,pl_badwater,9434,6,2,-927,-1470,448
10545079,"2023-11-19 09:49:29",4,pl_badwater,256,10,0,-558,-526,131
10545080,"2023-11-19 09:49:29",4,pl_badwater,201,7,2,-1348,-131,128
10545081,"2023-11-19 09:49:30",4,pl_badwater,9434,86,0,,,
10545082,"2023-11-19 09:49:30",4,pl_badwater,201,66,2,,,
10545083,"2023-11-19 09:49:30",4,pl_badwater,256,11,0,-838,-296,192
10545084,"2023-11-19 09:49:49",4,pl_badwater,9434,67,0,,,
10545085,"2023-11-19 09:49:50",4,pl_badwater,70739,66,2,,,
10545086,"2023-11-19 09:49:50",4,pl_badwater,3288,11,0,-1259,2085,130
10545087,"2023-11-19 09:49:50",4,pl_badwater,9434,32,1,,,
10545088,"2023-11-19 09:49:52",4,pl_badwater,49173,14,2,-1426,399,88
10545089,"2023-11-19 09:49:54",4,pl_badwater,49173,14,2,-1399,403,86
10545090,"2023-11-19 09:49:56",4,pl_badwater,49173,44,0,,,
10545091,"2023-11-19 09:49:57",4,pl_badwater,3288,55,1,,,
10545092,"2023-11-19 09:49:57",4,pl_badwater,11529,96,0,,,
10545093,"2023-11-19 09:49:57",4,pl_badwater,256,55,1,,,
10545094,"2023-11-19 09:49:58",4,pl_badwater,2,96,0,,,
10545095,"2023-11-19 09:50:13",4,pl_badwater,3288,26,-2,-1330,198,130
10545096,"2023-11-19 09:50:13",4,pl_badwater,3288,7,2,-1330,198,130
10545097,"2023-11-19 09:50:14",4,pl_badwater,78412,77,0,,,
10545098,"2023-11-19 09:50:14",4,pl_badwater,3288,11,0,-1127,-24,130
10545099,"2023-11-19 09:50:15",4,pl_badwater,256,55,1,,,
10545100,"2023-11-19 09:50:15",4,pl_badwater,70739,96,0,,,
10545101,"2023-11-19 09:50:15",4,pl_badwater,9434,86,0,,,
